No,classification,PGR,P-PET,Leak,GW_Abs,Pop_den,Irri_int,Aquifer
1676,No trend,17.684618,101.5149002,3.332,13.058,96.43040099,1001,Crag
1678,No trend,199.3059845,153.3323059,9.786,16.604,219.6277225,251,Permian Sandstone
1679,No trend,16.19245911,96.82559204,3.332,13.058,203.7140114,751,Spilsby Sandstone
1680,Increasing,31.73698044,255.0999298,9.786,16.604,72.21743501,251,Unallocated to aquifers
1681,Increasing,395.0135193,396.1625977,14.592,41.78,596.3915396,1001,Chalk
1682,No trend,221.370224,193.3513031,8.59,7.187,40.23913862,51,Chalk
1684,No trend,167.9889221,141.1538696,8.59,7.187,92.2726456,251,Triassic Sandstone
1685,Increasing,360.4099731,351.3597107,3.811,9.611,88.84615727,51,Chalk
1686,Increasing,174.7020874,200.4491425,9.786,16.604,157.5562229,1001,Triassic Sandstone
1687,Decreasing,215.918396,193.6665955,9.786,16.604,114.1691807,101,Triassic Sandstone
1688,No trend,104.5973587,93.2983017,6.946,41.78,594.1481702,251,Chalk
1689,No trend,142.6120911,142.6173706,14.592,42.555,2651.680193,101,Chalk
1690,No trend,325.5579834,325.3278809,8.174,41.78,87.47982643,1,Chalk
1691,Increasing,99.40352631,124.8048096,3.332,7.187,1269.121681,251,Magnesian Limestone
1693,Decreasing,168.1588135,114.3362274,14.592,13.058,410.9113019,251,Chalk
1694,Sudden downward change,33.84079742,166.6314392,9.786,16.604,286.3259181,1001,Triassic Sandstone
1696,No trend,194.7170563,141.3921814,36.032,42.555,134.6922299,251,Oolites
1697,Increasing,303.3294373,450.504364,13.911,6.465,1185.332312,1,Triassic Sandstone
1698,No trend,41.32587814,376.3346863,8.174,41.78,73.89633277,1,Chalk
1700,No trend,308.4767761,380.5167847,6.946,41.78,105.5346043,1,Corallian Limestone
1701,No trend,308.4767761,380.5167847,6.946,41.78,105.9579922,1,Corallian Limestone
1703,No trend,369.6630249,248.7683258,6.946,42.555,207.4233495,251,Chalk
1705,No trend,319.9574585,337.7109985,8.174,41.78,263.3957555,251,Lower Greensand
1707,No trend,30.69748116,74.33377075,14.592,13.058,68.29985994,1001,Chalk
1708,No trend,15.80021286,93.91259003,3.332,13.058,108.02427,751,Chalk
1709,Increasing,501.0621643,469.0308228,13.911,6.465,967.909667,1,Triassic Sandstone
1710,Increasing,165.4026489,148.7232361,9.786,16.604,227.3917813,251,Triassic Sandstone
1711,Increasing,320.1632385,392.4437561,14.592,41.78,326.1338268,1001,Chalk
1712,No trend,104.1233444,112.8536682,3.332,13.058,397.5849611,1001,Chalk
1713,No trend,179.0157776,166.7270355,6.946,42.555,944.7676076,251,Chalk
1714,Decreasing,132.6269684,172.0533142,3.332,13.058,77.6364118,1001,Chalk
1715,No trend,309.7242737,276.4620972,8.174,41.78,181.4745177,1,Chalk
1716,Decreasing,113.8585739,90.22705078,3.332,13.058,121.8485575,5001,Chalk
1717,No trend,58.69340134,186.0544434,9.786,16.604,72.83286465,101,Triassic Sandstone
1718,No trend,65.50580597,130.9847717,8.59,7.187,60.72989426,251,Triassic Sandstone
1719,No trend,194.2142487,187.8764038,3.332,13.058,22.51102936,751,Chalk
1720,No trend,14.34582424,68.157547,3.332,13.058,114.6543589,1001,Crag
1722,No trend,58.52884674,122.930336,3.332,13.058,67.52358219,1001,Oolites
1723,No trend,44.47985077,66.74520874,3.332,13.058,121.1765802,2501,Chalk
1725,No trend,329.714325,353.8362732,3.811,9.611,269.9315932,51,Permian Sandstone
1726,No trend,105.0687256,100.6852264,3.332,13.058,288.2825871,751,Oolites
1727,No trend,34.72146606,208.1446533,6.946,41.78,196.7863589,251,Lower Greensand
1728,No trend,214.4558563,166.9881439,3.332,13.058,65.53610991,1001,Chalk
1730,Increasing,208.6735535,196.5995178,9.786,16.604,526.3401227,1001,Unallocated to aquifers
1731,No trend,137.6890717,102.3126831,3.332,13.058,54.48866713,5001,Chalk
1732,No trend,18.33469391,89.96232605,3.332,13.058,120.5434448,1001,Chalk
1733,No trend,17.63069725,121.6008072,36.032,42.555,297.1851564,51,Corallian Limestone
1734,No trend,310.8664246,250.0897217,9.786,16.604,148.4177793,251,Triassic Sandstone
1735,Increasing,35.76460266,147.0995636,9.786,16.604,588.5098565,1001,Triassic Sandstone
1736,No trend,330.1651611,453.3940735,13.911,6.465,58.28448127,1,Triassic Sandstone
1737,No trend,261.706665,200.766037,36.032,42.555,62.69190431,51,Chalk
1738,No trend,244.2062378,242.5431519,14.592,42.555,370.2116659,101,Chalk
1739,Increasing,346.3526001,407.2825012,14.592,41.78,378.0897645,1001,Chalk
1740,Increasing,274.6109314,191.9863586,4.512,16.604,119.4667248,501,Unallocated to aquifers
1741,No trend,186.8533325,113.8023453,3.332,13.058,235.7499102,1001,Crag
1742,Increasing,355.2815552,324.2381897,6.946,41.78,109.4571505,1,Chalk
1743,Increasing,115.4921951,335.7051697,13.911,6.465,248.4012815,101,Triassic Sandstone
1744,No trend,93.76013947,97.60127258,3.332,13.058,570.8215199,751,Oolites
1745,No trend,421.713562,342.5333252,6.946,41.78,203.4193028,1,Corallian Limestone
1746,No trend,486.5639038,439.6813965,12.995,41.78,129.1239116,101,Chalk
1747,Increasing,301.4015198,324.0316772,14.592,41.78,211.1018333,1001,Chalk
1748,Decreasing,125.9147949,78.24235535,3.332,13.058,340.7169318,5001,Chalk
1750,Decreasing,147.7807007,133.2089844,3.332,13.058,25.36481974,5001,Chalk
1751,Increasing,99.31191254,159.6581726,6.424,7.187,838.6310493,251,Carboniferous Limestone
1752,Increasing,389.4751282,338.4383545,12.995,41.78,155.5978987,1001,Chalk
1753,No trend,433.3725891,405.5055847,8.174,41.78,92.59865365,1,Chalk
1755,No trend,41.86674881,62.7146225,3.332,13.058,79.50830491,751,Oolites
1758,Increasing,140.336792,485.8649292,13.911,6.465,25.55369209,1,Carboniferous Limestone
1759,Increasing,199.5890045,190.1871643,36.032,42.555,234.9470548,251,Chalk
1760,Decreasing,325.1070557,522.4476929,13.911,6.465,167.1540633,1,Triassic Sandstone
1761,Increasing,498.3144531,478.9291077,4.294,9.611,405.1269981,101,Chalk
1762,Increasing,357.6434326,315.057373,8.174,41.78,649.2474607,1,Chalk
1763,Increasing,36.44543076,94.79347992,14.592,42.555,251.2688951,101,Chalk
1764,No trend,353.3068542,267.9924927,36.032,42.555,1176.043483,501,Chalk
1765,Increasing,234.150528,217.5932922,8.59,7.187,324.2876328,751,Triassic Sandstone
1766,Increasing,195.2514496,296.1089783,13.911,6.465,1429.275002,101,Triassic Sandstone
1767,No trend,13.00367546,126.3558578,3.332,13.058,151.2916726,1001,Oolites
1768,No trend,16.37242889,85.31217194,3.332,13.058,381.899042,751,Chalk
1770,Decreasing,115.7372131,73.01324463,14.592,13.058,103.1373331,5001,Chalk
1771,Decreasing,310.6312256,257.9588013,14.592,42.555,307.3866533,101,Chalk
1772,No trend,169.1091766,210.4386597,36.032,42.555,277.2900714,101,Chalk
1773,Increasing,534.3515015,480.0006409,4.294,9.611,188.1225772,101,Chalk
1774,No trend,145.5332489,152.4776154,6.424,7.187,450.5744322,251,Magnesian Limestone
1775,Increasing,289.8141174,239.3334961,9.786,16.604,58.57815924,1001,Triassic Sandstone
1776,No trend,184.4711151,209.3436127,12.995,41.78,336.448399,1001,Chalk
1777,No trend,22.59095192,164.3899078,36.032,42.555,162.0983382,251,Oolites
1778,No trend,125.3609924,131.1217499,8.59,7.187,69.06766559,251,Triassic Sandstone
1779,Increasing,115.5104141,168.7318268,4.512,16.604,550.0506484,501,Unallocated to aquifers
1780,No trend,257.2745056,251.2432098,8.59,7.187,35.24018632,51,Chalk
1781,Sudden upward change,26.04218102,45.64092636,3.332,13.058,161.9934573,5001,Lower Greensand
1782,No trend,333.4040833,288.6174927,8.174,41.78,140.3321308,1,Chalk
1783,No trend,296.1477356,341.4801331,3.811,9.611,106.0939813,51,Chalk
1785,No trend,112.64711,110.9788895,8.59,7.187,59.17440893,251,Triassic Sandstone
1787,Increasing,231.2179565,378.0405273,4.294,9.611,60.58096044,101,Lower Greensand
1788,No trend,367.3416138,347.3729553,4.294,41.78,84.93206978,1,Chalk
1789,No trend,164.2691193,166.2204742,6.946,41.78,1181.934229,251,Lower Greensand
1790,No trend,72.12451172,25.31327438,4.342,13.058,149.7262845,5001,Chalk
1791,No trend,33.03767014,241.9964752,8.174,41.78,1358.719274,1,Chalk
1792,Decreasing,116.843277,74.76971436,3.332,13.058,168.7148678,5001,Chalk
1793,Increasing,173.0408783,176.0135803,6.424,7.187,385.7154858,251,Unallocated to aquifers
1794,No trend,142.9766235,110.7860489,3.332,13.058,261.4504881,751,Oolites
1795,No trend,257.2200623,285.6320801,9.786,16.604,81.33592406,1001,Unallocated to aquifers
1796,Increasing,291.4801941,266.7889099,4.294,9.611,631.7365845,51,Oolites
1797,No trend,331.9083557,221.7623291,9.786,16.604,67.84407498,251,Triassic Sandstone
1798,No trend,67.86992645,57.86105728,3.332,13.058,352.7188172,2501,Chalk
1799,No trend,258.2501526,367.8432617,13.911,6.465,129.9272894,1,Triassic Sandstone
1800,Increasing,148.4469147,83.61087799,3.332,13.058,174.9071928,5001,Lower Greensand
1803,No trend,9.228222847,67.51997375,3.332,13.058,57.05948869,1001,Chalk
1804,No trend,96.0456543,75.80362701,3.332,13.058,134.2769779,751,Oolites
1805,No trend,24.64358521,234.2557983,36.032,42.555,111.5414277,251,Oolites
1806,Increasing,199.1623993,231.6326752,14.592,42.555,623.2665814,101,Chalk
1809,No trend,140.5079498,152.3422546,9.786,16.604,71.26973418,1001,Permian Sandstone
1810,No trend,180.9725494,178.2101746,8.59,7.187,90.31944763,51,Chalk
1811,Increasing,20.37213326,141.8395691,36.032,42.555,2252.543519,101,Chalk
1812,No trend,33.48888779,205.3948669,36.032,42.555,346.2659545,51,Chalk
1813,No trend,175.4492188,184.4876862,3.332,13.058,25.2625662,751,Spilsby Sandstone
1814,No trend,239.4391632,459.3389282,13.911,6.465,165.7888936,1,Triassic Sandstone
1815,No trend,14.04664612,16.70632935,3.332,13.058,580.9690114,2501,Chalk
1816,No trend,81.57459259,234.0835419,36.032,42.555,118.6106593,251,Oolites
1817,Increasing,312.3717041,271.2626343,11.001,42.555,1000.238807,101,Chalk
1819,Increasing,226.9856262,371.8843689,13.911,6.465,1393.649001,101,Unallocated to aquifers
1820,No trend,66.05542755,68.45620728,3.332,16.604,147.1341745,2501,Triassic Sandstone
1821,No trend,332.6461792,292.6573181,4.294,41.78,66.48386924,1,Chalk
1822,No trend,15.35735035,130.0440216,3.332,13.058,97.73974749,1001,Oolites
1823,No trend,22.85796356,49.77890015,3.332,13.058,179.4242307,2501,Chalk
1824,No trend,87.20738983,83.90427399,3.332,13.058,340.2573898,101,Oolites
1825,Decreasing,165.5912628,112.7115555,36.032,42.555,119.689723,51,Corallian Limestone
1826,Increasing,147.1226349,206.2089233,13.911,6.465,1053.816047,101,Triassic Sandstone
1827,No trend,44.88209915,324.3272095,6.946,41.78,109.1490641,501,Corallian Limestone
1828,Decreasing,35.76460266,139.8958282,9.786,16.604,596.1772516,1001,Triassic Sandstone
1829,Decreasing,85.91705322,73.19877625,3.332,13.058,164.4472939,1001,Crag
1830,No trend,140.5079498,164.9671326,9.786,16.604,72.14889932,1001,Permian Sandstone
1831,No trend,106.5474396,42.90531921,3.332,13.058,466.1033375,251,Lower Greensand
1832,No trend,261.7394409,213.1004791,36.032,42.555,134.5972932,251,Chalk
1833,Decreasing,103.1977081,71.75937653,4.342,13.058,280.0962829,5001,Chalk
1834,Sudden upward change,176.952713,200.4286499,9.786,16.604,391.6030895,1001,Unallocated to aquifers
1835,No trend,176.952713,200.4286499,9.786,16.604,382.5919135,1001,Unallocated to aquifers
1836,No trend,263.0630798,208.6796722,12.995,41.78,1205.405839,1001,Chalk
1837,Decreasing,115.3100662,82.62081909,3.332,13.058,69.74992487,5001,Lower Greensand
1838,Increasing,27.44854164,80.60420227,3.332,13.058,313.074936,1001,Lower Greensand
1839,No trend,42.40024948,56.34807587,3.332,13.058,62.11344569,2501,Chalk
1840,Increasing,463.0773621,466.973175,12.995,41.78,83.57117878,101,Chalk
1841,No trend,174.3335876,133.1512909,3.332,13.058,60.26367284,1001,Chalk
1842,Increasing,187.666214,136.2190247,36.032,42.555,125.8943728,251,Chalk
1843,Increasing,422.0249023,398.5098267,6.946,41.78,752.9222481,1,Chalk
1844,No trend,219.9234467,258.2577209,36.032,42.555,149.1531879,251,Chalk
1845,Decreasing,480.1225281,417.1147766,4.294,9.611,64.25033656,101,Lower Greensand
1846,No trend,273.211792,229.5282898,36.032,42.555,92.0422958,51,Chalk
1847,Sudden upward change,21.74224854,150.8001709,9.786,16.604,147.0904201,1001,Triassic Sandstone
1848,Increasing,316.8887634,285.4379883,4.294,9.611,69.7235488,51,Chalk
1849,No trend,100.2050171,53.01153564,3.332,13.058,82.35460856,1001,Crag
1850,Decreasing,225.7288666,160.7449646,3.332,13.058,138.876759,5001,Chalk
1851,No trend,216.5707397,220.3811035,8.59,7.187,96.50022017,51,Triassic Sandstone
1852,Increasing,45.40462494,58.33559036,36.032,42.555,11879.4907,251,Chalk
1853,No trend,27.02611542,151.3417969,36.032,42.555,118.5264337,51,Corallian Limestone
1854,No trend,217.9839935,165.1656342,3.332,13.058,310.7264682,1001,Chalk
1855,No trend,85.14910126,23.91003036,4.342,13.058,230.7007104,5001,Chalk
1856,Increasing,136.0074921,80.6307373,8.59,7.187,90.88160738,51,Triassic Sandstone
1857,No trend,180.5297241,92.34217834,3.332,13.058,65.4812984,5001,Chalk
1858,No trend,61.57992935,398.359436,8.174,41.78,338.4660401,1,Chalk
1859,No trend,134.5380859,168.4758911,9.786,16.604,62.16069761,1001,Unallocated to aquifers
1861,No trend,44.89331436,297.2953186,6.946,41.78,108.1917118,1,Corallian Limestone
1862,Sudden upward change,209.0391693,174.9993744,9.786,16.604,774.9023213,1001,Unallocated to aquifers
1863,Sudden upward change,155.828186,174.7597961,9.786,16.604,818.031269,1001,Unallocated to aquifers
1864,No trend,119.5742874,98.80070496,3.332,13.058,71.6673022,5001,Chalk
1865,Decreasing,97.07067871,52.74176788,4.342,13.058,103.1110878,5001,Chalk
1866,No trend,138.2739716,105.7086182,14.592,42.555,867.5778561,101,Chalk
1867,No trend,248.2384033,222.0018616,9.786,16.604,1117.797127,1001,Carboniferous Limestone
1868,Decreasing,579.3424072,432.1841125,6.946,41.78,363.2694202,1,Chalk
1869,No trend,20.80182838,91.93995667,36.032,42.555,4102.804651,251,Lower Greensand
1871,No trend,413.9394226,372.6419067,12.995,41.78,88.87112896,1001,Chalk
1872,No trend,379.1268005,386.212677,6.946,42.555,318.1985187,501,Chalk
1873,No trend,569.1373291,538.7119751,9.786,16.604,92.04760844,1,Carboniferous Limestone
1874,Increasing,141.9970703,147.7454987,8.59,7.187,484.2547322,51,Chalk
1875,Decreasing,437.4006958,409.6220703,8.174,41.78,529.1863088,1,Chalk
1876,No trend,281.0212097,255.9017181,4.294,9.611,163.6386504,51,Chalk
1877,No trend,423.7431335,357.8112183,6.946,41.78,1000.675133,1,Chalk
1878,No trend,309.8830872,340.1336365,8.174,41.78,104.105716,1,Chalk
1879,No trend,157.3052979,144.9049835,3.332,13.058,38.91403323,5001,Chalk
1880,No trend,31.2941246,318.7759399,36.032,42.555,55.53962487,51,Chalk
1881,No trend,96.99768066,306.1545105,13.911,6.465,1352.860325,101,Triassic Sandstone
1882,No trend,536.6160278,480.4611206,4.294,9.611,45.86190385,101,Corallian Limestone
1883,Increasing,53.63772202,174.0587921,6.424,7.187,268.0105553,251,Magnesian Limestone
1884,Increasing,29.95247269,286.556488,13.911,6.465,1721.169789,101,Triassic Sandstone
1885,No trend,192.3702545,155.1688385,9.786,16.604,288.3810205,1001,Triassic Sandstone
1886,No trend,32.49337769,206.1835175,12.995,41.78,1082.891781,1001,Chalk
1887,Increasing,348.956604,405.5799561,7.969,9.611,138.4320668,51,Carboniferous Limestone
1888,Decreasing,133.193634,221.8557434,8.174,41.78,229.2645657,1001,Lower Greensand
1889,No trend,160.0714874,57.72430038,3.332,13.058,1325.914262,251,Oolites
1890,Decreasing,296.293396,291.587677,6.946,41.78,91.27485027,251,Chalk
1891,No trend,223.4897919,190.9414215,14.592,42.555,1466.244226,101,Chalk
1892,No trend,22.98526764,95.76008606,3.332,16.604,231.3441188,2501,Triassic Sandstone
1893,No trend,208.6780853,159.1338196,36.032,42.555,131.6118668,251,Oolites
1894,Decreasing,157.603302,223.2918396,9.786,16.604,614.281129,101,Triassic Sandstone
1895,Increasing,328.6758118,486.884552,9.786,16.604,246.943788,51,Unallocated to aquifers
1896,Increasing,224.994751,228.3226318,8.174,41.78,231.5642064,1001,Lower Greensand
1897,Increasing,162.9631958,256.6232605,9.786,16.604,5764.835856,501,Triassic Sandstone
1898,No trend,286.3661804,262.0231934,8.174,41.78,528.9057529,1,Chalk
1900,No trend,275.9090271,416.6815796,13.911,6.465,245.496942,1,Triassic Sandstone
1901,Decreasing,250.4599152,348.5487671,13.911,6.465,413.5004823,101,Triassic Sandstone
1902,No trend,52.23658371,109.1863098,3.332,13.058,52.99518779,1001,Oolites
1903,No trend,402.8740845,284.29776,8.174,41.78,1243.822183,1001,Chalk
1904,Increasing,293.4419861,384.9852905,8.174,41.78,157.7313167,251,Lower Greensand
1906,No trend,207.3539734,183.9278717,9.786,16.604,58.98880844,1001,Triassic Sandstone
1907,No trend,366.9672852,299.4250183,36.032,42.555,77.2836682,51,Chalk
1908,Decreasing,137.9547882,186.2703857,9.786,16.604,145.2309665,251,Permian Sandstone
1909,Increasing,281.2084045,302.2409973,6.946,42.555,1244.654523,251,Chalk
1910,No trend,452.5486145,644.1438599,7.969,9.611,149.5470974,51,Unallocated to aquifers
1911,No trend,160.0733032,112.8164215,3.332,13.058,99.19762096,5001,Chalk
1912,Increasing,297.4348145,357.461731,8.174,41.78,438.0708076,251,Lower Greensand
1913,Increasing,205.0152283,312.2878113,13.911,6.465,2583.208364,101,Triassic Sandstone
1914,Decreasing,23.69609451,83.01821136,3.332,13.058,71.19862091,5001,Chalk
1915,No trend,189.6595612,171.3386383,9.786,16.604,199.7401517,1001,Triassic Sandstone
1916,Increasing,223.7304535,229.8572388,9.786,16.604,5240.856285,501,Triassic Sandstone
1918,Increasing,458.1288757,406.9394226,4.294,9.611,60.25716703,101,Corallian Limestone
1919,No trend,134.5380859,170.851181,9.786,16.604,55.79083899,1001,Unallocated to aquifers
1920,No trend,134.5380859,170.851181,9.786,16.604,55.43851469,1001,Unallocated to aquifers
1921,No trend,332.9917908,349.3265991,36.032,42.555,192.0542417,251,Oolites
1922,No trend,243.2507935,221.9368591,36.032,42.555,232.6308766,51,Chalk
1923,Decreasing,153.1167145,119.718895,3.332,13.058,276.1180423,5001,Chalk
1924,No trend,26.68097305,144.4273987,6.946,42.555,531.2494858,251,Chalk
1925,Increasing,216.5915375,374.6523438,13.911,6.465,1129.796643,101,Permian Sandstone
1926,Sudden upward change,156.199173,186.5286255,6.424,7.187,2031.66622,1,Fell Sandstone& Border Group
1927,No trend,439.2746277,383.1529236,12.995,41.78,383.3150305,101,Chalk
1928,No trend,67.72303009,147.6130066,8.59,7.187,165.4006873,51,Chalk
1929,No trend,149.9741669,107.6313019,14.592,42.555,157.9061975,101,Chalk
1930,No trend,261.7185669,189.1608582,8.59,7.187,77.46583854,751,Corallian Limestone
1931,No trend,299.6287842,292.9012756,8.174,41.78,75.46708829,1,Chalk
1932,No trend,99.30103302,69.63523865,3.332,13.058,144.8057044,1001,Lower Greensand
1933,Increasing,355.3264465,310.6072693,8.174,41.78,391.6313045,1,Chalk
1936,No trend,314.3543396,296.182373,8.174,41.78,79.66336867,1,Chalk
1937,No trend,125.4659195,460.2414246,3.811,9.611,79.39084546,51,Triassic Sandstone
1938,Decreasing,164.7571411,171.9673309,3.332,13.058,44.73743506,1001,Chalk
1940,Increasing,363.1448975,340.7505493,12.995,41.78,393.5306886,101,Chalk
1941,Decreasing,25.92788315,61.97114182,4.342,13.058,84.07246244,5001,Chalk
1942,Increasing,124.8074493,134.5593262,6.424,7.187,107.0522046,251,Magnesian Limestone
1943,Decreasing,97.52807617,36.12811661,3.332,13.058,137.1639271,5001,Chalk
1946,No trend,160.009552,138.1818237,3.332,13.058,125.6112458,1001,Chalk
1947,Increasing,412.7093201,507.240448,4.294,9.611,49.62500127,101,Chalk
1948,No trend,350.3407898,267.6361694,6.946,41.78,480.1515017,1,Chalk
1949,No trend,182.6253815,225.8741608,36.032,41.78,445.9137625,1,Lower Greensand
1950,Decreasing,182.4934235,184.0771179,9.786,16.604,300.8568062,2501,Triassic Sandstone
1951,No trend,182.9065247,126.1627121,3.332,13.058,1185.88549,1001,Chalk
1952,No trend,37.18505859,104.6371918,14.592,42.555,192.302946,101,Chalk
1953,No trend,411.9952698,373.2974854,8.174,41.78,2154.016953,1,Chalk
1954,No trend,335.4423828,282.6099548,36.032,42.555,59.95205823,51,Chalk
1955,No trend,83.55442047,167.5913849,9.786,16.604,71.19730999,1001,Permian Sandstone
1956,No trend,276.3385925,394.3348083,8.174,41.78,169.4790957,251,Lower Greensand
1957,No trend,105.453392,81.19199371,3.332,13.058,137.1023227,751,Oolites
1959,No trend,152.2494354,96.13071442,14.592,42.555,1235.712046,101,Chalk
1960,Increasing,41.42079926,366.1496582,4.294,9.611,355.2173557,51,Oolites
1961,No trend,32.32333755,92.8346405,3.332,13.058,81.87849239,1001,Chalk
1962,No trend,219.9575806,218.359436,36.032,41.78,319.8147828,1,Chalk
1963,No trend,103.0738907,80.13880157,3.332,13.058,80.19675842,5001,Chalk
1964,No trend,80.6552124,123.3648834,8.174,41.78,1077.042372,251,Chalk
1965,No trend,323.724823,298.9867859,8.174,41.78,121.0873187,1,Chalk
1966,No trend,136.7507172,170.5630798,9.786,16.604,55.17433542,1001,Unallocated to aquifers
1967,No trend,136.7507172,170.5630798,9.786,16.604,55.15803036,1001,Unallocated to aquifers
1968,Increasing,208.3866425,267.8777771,13.911,6.465,1052.035285,101,Triassic Sandstone
1969,No trend,161.9605865,145.1104431,6.946,41.78,1007.414651,251,Chalk
1970,No trend,89.10948181,142.1966248,8.59,7.187,93.44471789,251,Triassic Sandstone
1971,Decreasing,140.5878906,115.5469818,3.332,13.058,58.90578601,5001,Chalk
1972,No trend,257.274353,230.9984436,36.032,42.555,77.87529999,51,Chalk
1973,Increasing,34.17048645,270.3103333,4.294,9.611,276.9595875,51,Triassic Sandstone
1974,No trend,238.8044128,190.2384949,9.786,16.604,1223.250903,1001,Unallocated to aquifers
1975,No trend,110.3945084,49.79295731,3.332,13.058,286.1306258,1001,Chalk
1976,Increasing,289.6224365,249.129776,4.294,9.611,206.519447,51,Chalk
1977,No trend,300.9457397,250.202774,6.946,41.78,363.4880879,1,Lower Greensand
1978,No trend,220.3005676,168.6184235,36.032,42.555,179.301419,51,Lower Greensand
1979,Increasing,274.7453308,276.1871643,4.294,9.611,546.9086733,51,Triassic Sandstone
1980,Increasing,24.94774246,148.8685303,14.592,42.555,680.4867261,251,Chalk
1981,Increasing,188.5725555,170.9879303,6.946,41.78,587.7672293,251,Lower Greensand
1982,Increasing,29.1612606,281.2597656,9.786,16.604,4926.837927,501,Triassic Sandstone
1983,No trend,326.2533569,357.7878113,36.032,42.555,128.5198562,501,Lower Greensand
1984,No trend,136.0926971,140.1988373,3.332,13.058,67.55312162,1001,Oolites
1985,No trend,271.3433228,260.092041,36.032,42.555,41.34935424,51,Oolites
1986,No trend,417.7131348,362.386261,12.995,41.78,149.49534,101,Chalk
1987,Sudden upward change,137.5264587,190.1557465,6.424,7.187,759.6699565,1,Fell Sandstone& Border Group
1988,Decreasing,36.78186798,108.577713,14.592,42.555,117.4145211,101,Lower Greensand
1989,No trend,17.684618,98.41989136,3.332,13.058,96.70228909,1001,Crag
1990,No trend,191.7857513,181.0054779,36.032,42.555,129.7177478,251,Oolites
1991,No trend,363.9541016,318.6195984,8.174,41.78,285.6685818,251,Lower Greensand
1994,No trend,150.5901337,335.7463379,13.911,6.465,1114.048691,101,Triassic Sandstone
1995,Decreasing,150.6457062,109.4848862,3.332,13.058,501.3740304,1001,Oolites
1996,Increasing,143.6563416,145.7265167,6.946,41.78,689.5868358,251,Chalk
1997,Increasing,238.2301788,273.7866516,8.174,41.78,191.9302578,1,Chalk
1998,No trend,56.85983276,395.1775818,8.174,41.78,95.05861099,1001,Lower Greensand
1999,Decreasing,195.2328186,123.9167023,14.592,13.058,554.3164723,251,Chalk
2000,No trend,313.6915588,327.4159851,6.946,41.78,99.91848813,1001,Lower Greensand
2001,No trend,85.02919769,52.75938797,3.332,13.058,86.0284421,5001,Lower Greensand
2003,Decreasing,159.4091187,102.169487,3.332,13.058,62.16973915,5001,Chalk
2004,Decreasing,447.3213196,429.7882385,4.294,9.611,66.52446266,101,Chalk
2005,No trend,107.0862732,114.1228104,3.332,13.058,52.29498784,751,Chalk
2006,No trend,128.7205658,78.23874664,14.592,13.058,109.2462947,5001,Chalk
2007,Decreasing,245.5143738,179.3841553,36.032,42.555,278.4013197,251,Chalk
2008,Decreasing,105.4286652,145.1302032,3.332,13.058,59.80574383,5001,Chalk
2009,Increasing,37.58796692,244.1206512,4.294,42.555,100.2122932,251,Oolites
2010,No trend,203.5346222,156.6146393,36.032,42.555,88.8085098,51,Lower Greensand
2011,Increasing,134.2226257,155.7861328,6.424,7.187,344.2217018,251,Carboniferous Limestone
2012,No trend,49.93314362,337.9542236,8.174,41.78,62.80378502,1001,Lower Greensand
2013,No trend,286.0670471,297.2525024,8.174,41.78,272.6971725,1,Chalk
2014,No trend,138.3200531,164.8611298,18.409,16.604,524.0922278,1001,Triassic Sandstone
2015,Increasing,340.9267273,390.0725708,8.174,41.78,183.0257303,1001,Lower Greensand
2016,No trend,71.52871704,80.03781128,3.332,13.058,26.5,5001,Chalk
2017,No trend,268.8778687,216.9135895,8.59,7.187,121.3111028,51,Corallian Limestone
2018,Increasing,284.1477051,280.5271606,14.592,42.555,281.4601934,101,Chalk
2019,No trend,266.716217,274.7607727,6.946,41.78,244.7986624,1001,Lower Greensand
2020,Decreasing,33.84079742,171.7241364,9.786,16.604,225.6625635,1001,Triassic Sandstone
2021,Decreasing,163.9555969,190.1651001,6.424,7.187,674.0729841,251,Unallocated to aquifers
2022,Decreasing,125.0007858,38.08112717,3.332,13.058,191.1511574,5001,Chalk
2023,No trend,440.6164856,380.9950562,8.174,41.78,103.7244875,101,Chalk
2024,Increasing,74.45557404,96.22840118,3.332,13.058,96.98357922,1001,Crag
2025,Decreasing,196.918457,155.1258545,9.786,16.604,623.7300116,2501,Magnesian Limestone
2026,Decreasing,136.1094055,78.47823334,14.592,13.058,251.0763791,5001,Lower Greensand
2027,Sudden upward change,127.2902374,86.97548676,8.59,7.187,353.101289,51,Triassic Sandstone
2028,No trend,448.1399231,493.8686829,12.995,41.78,84.88453198,1001,Chalk
2029,Increasing,409.8282166,422.1523743,8.174,41.78,82.91359472,1,Chalk
2030,No trend,173.7041016,295.6201172,12.995,41.78,472.622146,1001,Chalk
2031,No trend,194.6214752,165.3292236,9.786,16.604,175.8418561,251,Triassic Sandstone
2032,Decreasing,199.3059845,160.3272095,9.786,16.604,250.4101559,251,Permian Sandstone
2033,Decreasing,199.3059845,160.3272095,9.786,16.604,251.2983114,251,Permian Sandstone
2034,Increasing,208.6735535,196.5995178,9.786,16.604,515.9415244,1001,Unallocated to aquifers
2035,No trend,274.8948975,300.5330505,36.032,42.555,285.2649103,51,Oolites
2036,Increasing,564.2953491,498.714325,8.59,7.187,1429.469118,251,Unallocated to aquifers
2037,Decreasing,92.00727081,77.32422638,3.332,13.058,86.18417775,5001,Chalk
2038,Decreasing,461.3222961,448.4089355,4.294,9.611,163.9774676,101,Chalk
