No,classification,PGR,P-PET,Leak,GW_Abs,Pop_den,Irri_int,Aquifer
2039,Increasing,270.8790588,195.2645874,36.032,42.555,93.41673008,51,Oolites
2040,Decreasing,203.2368469,142.3805389,3.332,13.058,75.98638593,1001,Chalk
2041,Increasing,35.58889008,92.64662933,14.592,42.555,75.75919165,101,Chalk
2043,No trend,345.7597351,315.6072998,8.174,41.78,319.2759315,1,Chalk
2044,Decreasing,314.0731506,387.9411316,8.174,41.78,358.304767,251,Lower Greensand
2045,Increasing,146.9470673,203.2873993,13.911,6.465,148.9676058,101,Triassic Sandstone
2046,No trend,139.4333801,146.2792969,3.332,13.058,60.99658606,1001,Lower Greensand
2047,Decreasing,168.1588135,130.1589355,14.592,13.058,555.3899953,251,Chalk
2048,No trend,302.7859192,273.9085999,8.174,41.78,89.72347582,1,Chalk
2049,Decreasing,193.4237671,196.2639618,8.59,7.187,221.0666959,51,Chalk
2050,No trend,219.2622986,219.4368591,9.786,16.604,202.3952003,1001,Permian Sandstone
2052,Increasing,175.8043213,196.3716125,9.786,16.604,791.5175654,1001,Unallocated to aquifers
2053,No trend,112.4722595,91.81438446,8.59,7.187,205.8324307,51,Magnesian Limestone
2054,Increasing,28.97652245,97.52407837,14.592,42.555,218.5275413,1001,Chalk
2055,No trend,227.7931213,175.5831299,14.592,42.555,224.8779162,101,Chalk
2056,Increasing,88.97557068,155.1969452,6.424,7.187,3313.315698,1,Unallocated to aquifers
2057,No trend,92.2583313,86.58279419,3.332,13.058,147.6411531,751,Oolites
2058,No trend,312.4320374,255.8815613,8.174,41.78,386.6392923,1,Chalk
2059,No trend,312.7774963,284.4660339,11.001,42.555,1009.145676,101,Lower Greensand
2060,No trend,285.675415,284.5638123,6.946,41.78,163.4722684,1001,Lower Greensand
2061,No trend,89.53138733,67.10169983,9.093,13.058,79.46884951,1001,Crag
2062,No trend,136.7507172,172.097168,9.786,16.604,54.84797475,1001,Unallocated to aquifers
2063,No trend,136.7507172,172.097168,9.786,16.604,54.8554324,1001,Unallocated to aquifers
2064,Sudden upward change,64.08289337,139.559433,36.032,42.555,1694.360513,51,Chalk
2065,Increasing,349.6549377,350.8596802,3.811,9.611,56.65405141,101,Chalk
2066,No trend,112.8259048,181.5503235,3.332,13.058,33.06881389,751,Chalk
2067,No trend,267.7128906,222.1250763,9.786,16.604,116.6835168,101,Triassic Sandstone
2068,No trend,158.7978058,149.7370911,3.332,13.058,79.75510246,1001,Oolites
2069,Decreasing,155.8439178,110.9812393,3.332,13.058,32.53776917,5001,Chalk
2070,No trend,302.7584839,303.6391602,4.294,9.611,173.3694308,51,Chalk
2071,Increasing,372.2070923,574.7944946,13.911,6.465,135.6072342,1,Carboniferous Limestone
2072,No trend,109.309021,102.9387283,3.332,13.058,120.5358157,1001,Chalk
2073,Decreasing,408.1326294,412.9877014,6.946,41.78,118.274303,251,Corallian Limestone
2074,Decreasing,301.8316956,243.5892944,36.032,42.555,71.91128573,51,Chalk
2075,Increasing,21.73367882,51.98253632,9.093,42.555,1664.857821,1001,Chalk
2076,Sudden upward change,157.601593,105.928566,8.59,7.187,54.92212636,251,Triassic Sandstone
2077,No trend,51.27237701,123.1710434,3.332,13.058,67.45759798,1001,Lower Greensand
2078,No trend,252.3287964,302.9457397,8.174,41.78,210.5007096,1001,Lower Greensand
2079,Increasing,379.87146,356.2318115,6.946,42.555,264.3770969,501,Lower Greensand
2080,No trend,242.9192352,367.3095093,13.911,6.465,1805.917608,101,Triassic Sandstone
2081,Increasing,364.0977173,330.7884216,12.995,41.78,181.8254689,101,Chalk
2082,No trend,110.7819901,116.0227737,3.332,13.058,161.2230227,1001,Chalk
2083,Increasing,161.9493713,239.0472717,13.911,6.465,623.061056,101,Triassic Sandstone
2084,No trend,210.6416168,136.0309601,3.332,13.058,294.4071137,1001,Chalk
2086,Sudden downward change,145.8109131,162.8917694,9.786,16.604,68.10000636,1001,Permian Sandstone
2087,Increasing,128.3203278,161.493042,4.512,16.604,764.3972768,501,Unallocated to aquifers
2088,No trend,115.9885559,99.55710602,36.032,42.555,5132.577504,251,Lower Greensand
2089,No trend,204.4694519,174.9284515,3.332,13.058,51.20491417,1001,Chalk
2090,No trend,41.99504471,60.74181366,8.59,16.604,354.0510416,2501,Triassic Sandstone
2091,Increasing,223.8530731,456.1274719,9.786,16.604,297.6344527,101,Carboniferous Limestone
2092,No trend,180.5297241,106.5735397,3.332,13.058,64.89314144,5001,Chalk
2093,Increasing,201.0749512,218.32724,8.59,7.187,206.7228701,51,Chalk
2094,No trend,433.7422485,359.0306396,8.174,41.78,62.46487805,251,Chalk
2095,Decreasing,235.5121307,143.0082855,8.59,7.187,179.6525558,251,Triassic Sandstone
2096,Decreasing,120.0801392,96.48246002,3.332,13.058,69.53276567,5001,Chalk
2097,No trend,181.2703094,285.4435425,13.911,6.465,2913.28571,101,Triassic Sandstone
2098,Increasing,470.090332,438.1004028,13.911,6.465,41.69628937,1,Unallocated to aquifers
2099,Increasing,363.0906677,341.6193237,4.294,9.611,58.42196717,101,Lower Greensand
2100,No trend,34.66009521,76.38968658,3.332,13.058,341.9332073,1001,Chalk
2101,Decreasing,104.3621368,127.1071701,3.332,13.058,170.1609618,5001,Chalk
2102,Increasing,427.9024048,426.589325,12.995,41.78,138.4097216,1001,Chalk
2103,No trend,112.3842316,99.65248108,3.332,13.058,196.180923,101,Oolites
2104,No trend,65.8698349,98.38360596,3.332,13.058,57.19528579,101,Oolites
2105,No trend,356.7265625,592.6626587,9.786,16.604,70.41717161,1,Carboniferous Limestone
2107,Decreasing,214.1645813,132.5560608,9.786,16.604,148.1571947,1001,Unallocated to aquifers
2108,No trend,57.59179688,178.1195831,9.786,16.604,102.8808902,101,Triassic Sandstone
2109,Decreasing,39.28335953,79.94326019,14.592,13.058,101.0464487,5001,Chalk
2110,Increasing,40.13148499,268.4643555,12.995,41.78,2328.297185,101,Chalk
2111,No trend,207.6489258,182.2210083,9.786,16.604,66.37852671,1001,Unallocated to aquifers
2112,No trend,129.5992584,175.4806519,13.911,6.465,63.62214601,1,Triassic Sandstone
2113,No trend,48.86569595,349.7314758,8.174,41.78,614.574026,251,Chalk
2114,Decreasing,42.68547821,333.8001099,8.174,42.555,200.7080942,51,Chalk
2115,Increasing,186.2368164,271.4067383,13.911,6.465,1844.603444,101,Triassic Sandstone
2116,Increasing,180.2937622,272.6351624,13.911,6.465,2168.863172,101,Triassic Sandstone
2117,No trend,339.9135437,333.7553406,8.174,41.78,448.4753169,1,Chalk
2118,Increasing,125.1684036,141.4565277,6.424,7.187,516.5622535,251,Carboniferous Limestone
2119,Decreasing,92.63657379,67.76198578,8.59,7.187,343.9640708,51,Triassic Sandstone
2120,Sudden upward change,360.3615112,310.4108276,6.946,41.78,223.6004226,1,Corallian Limestone
2124,Decreasing,388.2962646,275.5595398,8.174,41.78,2629.59652,1,Chalk
2125,No trend,273.0348511,270.3657227,36.032,42.555,34.13477331,51,Oolites
2126,No trend,312.3717041,271.2626343,11.001,42.555,962.895831,101,Chalk
2127,No trend,427.2967224,380.4802551,4.294,9.611,65.66658481,101,Corallian Limestone
2128,Decreasing,158.1107178,181.8818359,3.332,13.058,29.98501713,5001,Chalk
2129,No trend,385.900116,299.3308716,8.174,41.78,1415.471164,1,Chalk
2130,Decreasing,133.4456787,83.2721405,3.332,13.058,509.4466004,5001,Lower Greensand
2131,Increasing,31.00395393,189.3445587,36.032,42.555,193.9307009,51,Chalk
2132,No trend,177.0519867,79.25604248,9.093,13.058,215.4178271,1001,Crag
2133,Increasing,41.66495514,61.63227463,36.032,42.555,12779.94134,251,Chalk
2134,No trend,98.06465912,139.6542511,8.59,7.187,66.63873972,251,Triassic Sandstone
2135,No trend,76.28995,66.28977966,8.174,41.78,2882.109835,1001,Chalk
2136,Decreasing,333.6155701,480.5726013,13.911,6.465,562.1807472,1,Triassic Sandstone
2137,No trend,257.8831482,227.342926,8.59,7.187,163.8536222,51,Chalk
2138,No trend,355.3264465,310.6072693,8.174,41.78,376.8279621,1,Chalk
2139,Increasing,410.9653015,373.9883118,8.174,41.78,92.46992441,1,Chalk
2142,Increasing,139.4213257,163.500885,9.786,16.604,869.0724478,1001,Unallocated to aquifers
2143,Decreasing,120.7180023,97.1794281,3.332,13.058,60.56370074,5001,Chalk
2144,Increasing,213.5091705,175.9921265,8.59,7.187,390.5760856,51,Corallian Limestone
2145,No trend,29.09364891,275.9803162,8.174,41.78,1136.758409,1001,Chalk
2146,Decreasing,24.85879517,87.29177094,3.332,13.058,77.51297223,1001,Chalk
2149,Increasing,215.8466034,183.1766052,36.032,42.555,120.4857861,51,Chalk
2150,No trend,174.6199951,119.7219391,36.032,41.78,1220.373793,1,Lower Greensand
2152,Increasing,120.5240402,314.0860596,13.911,6.465,2836.783184,101,Triassic Sandstone
2154,No trend,17.90537834,100.5584793,3.332,13.058,182.3077628,751,Oolites
2155,No trend,344.3099976,325.2766113,14.592,41.78,733.4069342,1001,Chalk
2156,Decreasing,152.2888336,158.72229,3.332,13.058,54.05895581,1001,Lower Greensand
2157,Decreasing,115.2931137,144.3156586,9.786,16.604,50.14461993,101,Triassic Sandstone
2158,No trend,293.1196289,419.1098633,3.811,9.611,84.16455698,51,Triassic Sandstone
2159,No trend,30.60110664,121.1198273,14.592,42.555,164.8166974,101,Chalk
2160,Increasing,122.4129639,359.4778748,13.911,6.465,832.2830644,101,Triassic Sandstone
2161,No trend,23.72113228,56.42892075,14.592,13.058,185.4544924,5001,Lower Greensand
2162,No trend,23.48312187,77.55361176,3.332,13.058,523.3720109,251,Oolites
2163,Decreasing,99.46076202,60.54858017,9.093,13.058,54.44418371,1001,Chalk
2164,No trend,329.008606,314.8349915,6.946,41.78,79.64290732,1,Chalk
2165,No trend,147.8735962,117.9074707,14.592,42.555,597.4900822,101,Chalk
2166,No trend,375.3775635,292.3813171,4.294,9.611,31.402695,51,Chalk
2167,No trend,333.0107422,239.8421021,14.592,42.555,1299.01368,51,Chalk
2168,No trend,293.0444641,317.6558533,8.174,41.78,436.1251836,251,Lower Greensand
2169,No trend,354.2814026,363.1152649,8.174,41.78,175.2012728,251,Lower Greensand
2170,Increasing,35.55621338,99.86429596,14.592,42.555,960.1963466,101,Chalk
2171,No trend,107.7704926,101.8629074,3.332,13.058,55.73501713,5001,Chalk
2172,No trend,193.5517426,135.3363037,3.332,13.058,166.6382102,1001,Chalk
2173,No trend,132.3629608,109.491066,3.332,13.058,29.34610653,5001,Chalk
2174,No trend,89.02542114,149.2608643,8.174,41.78,147.7036325,1001,Oolites
2175,No trend,286.6174622,344.9222412,6.946,42.555,274.7677072,501,Lower Greensand
2176,No trend,89.24410248,71.31964874,14.592,13.058,138.6630497,5001,Chalk
2177,No trend,145.611145,90.70706177,3.332,13.058,255.3746893,5001,Chalk
2178,No trend,265.3888855,250.859314,36.032,42.555,455.2994527,501,Lower Greensand
2179,Increasing,86.15686798,35.98217773,4.342,13.058,156.1386164,5001,Chalk
2180,Decreasing,215.9029999,160.3865509,14.592,42.555,788.7455611,101,Chalk
2181,No trend,174.8234558,170.128891,36.032,41.78,1938.745513,1,Chalk
2182,No trend,268.4592896,178.4688873,14.592,42.555,741.840547,101,Chalk
2183,No trend,294.5562439,260.5691833,36.032,42.555,73.29502475,51,Chalk
2184,Decreasing,119.6765976,80.39482117,3.332,13.058,80.61988614,5001,Chalk
2185,No trend,49.82004166,296.6240234,8.174,41.78,189.6942508,1001,Chalk
2187,No trend,217.6112366,125.9606018,3.332,13.058,129.0816302,1001,Chalk
2188,Sudden upward change,281.3007813,254.1486816,9.786,16.604,72.77419072,251,Unallocated to aquifers
2189,No trend,128.0647888,182.3699493,8.174,41.78,2856.212681,1001,Chalk
2191,No trend,9.696054459,76.6096344,36.032,42.555,12594.20825,251,Lower Greensand
2192,Decreasing,186.4980927,129.3098907,3.332,13.058,162.5638126,5001,Chalk
2193,No trend,12.24642086,87.06886292,8.59,7.187,122.7780159,501,Triassic Sandstone
2195,No trend,104.8972473,31.83067131,3.332,13.058,53.3,2501,Crag
2196,Increasing,10.66021824,98.70950317,8.59,7.187,274.0773224,51,Magnesian Limestone
2197,Increasing,173.6656799,122.7198334,36.032,42.555,93.9465395,51,Corallian Limestone
2198,No trend,124.2430344,198.3322296,3.332,13.058,108.2573712,1001,Chalk
2199,Increasing,37.72800827,146.7106171,9.786,16.604,180.9353334,1001,Triassic Sandstone
2200,No trend,131.8161011,156.1514587,9.786,16.604,333.3170815,1001,Triassic Sandstone
2201,No trend,337.5458069,324.3874207,3.811,9.611,49.79147912,51,Unallocated to aquifers
2203,No trend,46.78448486,287.8860779,6.946,41.78,738.9184317,1,Chalk
2204,No trend,148.1209717,126.3042984,3.332,13.058,63.26577865,5001,Chalk
2205,Decreasing,180.5297241,106.4455261,3.332,13.058,84.50889546,5001,Chalk
2206,Increasing,258.3580322,293.15979,6.946,41.78,137.0869903,1001,Chalk
2207,No trend,812.8363647,790.765564,13.911,6.465,33.21141309,1,Carboniferous Limestone
2208,Increasing,242.2168427,289.4679565,9.786,16.604,176.5125221,251,Unallocated to aquifers
2209,No trend,119.7097244,177.0731659,4.512,16.604,113.9311149,501,Unallocated to aquifers
2210,Decreasing,130.5146179,18.98284531,3.332,13.058,167.730705,5001,Chalk
2211,Sudden downward change,172.2904816,175.9229126,9.786,16.604,56.47195521,1001,Permian Sandstone
2212,No trend,206.4868927,253.2050018,9.786,16.604,221.3132577,1001,Permian Sandstone
2213,No trend,467.09552,426.4926453,4.294,9.611,53.42993676,101,Lower Greensand
2214,No trend,134.583725,69.69889832,9.093,13.058,207.9405394,1001,Crag
2215,No trend,403.9114685,386.9152222,8.174,41.78,518.8802231,1,Chalk
2216,No trend,156.8272095,152.9558563,36.032,41.78,1080.084769,1,Lower Greensand
2217,Decreasing,21.52337646,179.7403259,18.409,16.604,224.7059143,251,Triassic Sandstone
2218,No trend,38.02180481,322.9966736,3.811,9.611,73.40149765,51,Chalk
2219,No trend,300.3024292,307.4403076,36.032,42.555,182.7978381,251,Oolites
2220,No trend,318.4137878,332.1595459,8.174,42.555,94.47495101,51,Chalk
2221,Increasing,158.6185455,195.9196472,18.409,16.604,689.6762521,251,Triassic Sandstone
2222,No trend,142.0755615,93.61388397,3.332,13.058,63.84862507,5001,Chalk
2223,No trend,376.1203308,333.3111267,12.995,41.78,491.7894112,101,Chalk
2224,No trend,17.0793438,101.5339584,8.174,41.78,124.5639637,1001,Chalk
2225,No trend,116.4853668,118.3167419,14.592,42.555,144.1736229,101,Chalk
2226,No trend,311.5065613,288.1898499,6.946,41.78,139.9645695,251,Chalk
2227,No trend,234.150528,211.9217529,8.59,7.187,295.7658695,751,Corallian Limestone
2229,No trend,145.8109131,162.8917694,9.786,16.604,70.45389187,1001,Permian Sandstone
2230,Increasing,266.3842163,284.5343933,6.424,7.187,106.5065492,1,Fell Sandstone& Border Group
2233,No trend,180.2483215,119.0691833,3.332,13.058,82.64609663,1001,Chalk
2234,No trend,268.133728,273.6581421,36.032,42.555,294.5704148,251,Oolites
2235,No trend,104.5973587,98.01084137,6.946,41.78,618.9551235,251,Chalk
2236,No trend,139.3747101,74.20871735,3.332,13.058,151.6986801,101,Oolites
2237,No trend,104.7561569,38.84283447,3.332,13.058,177.3708602,1001,Chalk
2238,No trend,171.2705536,90.76232147,3.332,13.058,79.89162124,5001,Chalk
2239,No trend,130.8672791,174.9021759,8.174,41.78,483.5087837,1001,Oolites
2240,No trend,219.1950531,334.0212402,13.911,6.465,5231.956895,101,Triassic Sandstone
2241,No trend,447.1913147,397.1051331,6.946,41.78,215.1956278,501,Corallian Limestone
2242,No trend,123.8601151,166.2035522,9.786,16.604,198.4693844,251,Permian Sandstone
2243,No trend,49.6669693,339.7315063,6.946,41.78,237.2796859,1,Chalk
2244,Increasing,208.7728119,347.7851563,13.911,6.465,2311.488044,101,Unallocated to aquifers
2245,Decreasing,249.8906403,263.6074829,36.032,42.555,611.2842967,51,Chalk
2246,No trend,386.5877991,362.2718506,4.294,9.611,201.6861724,51,Chalk
2248,No trend,180.9725494,169.0682068,8.59,7.187,111.8957236,51,Chalk
2249,Increasing,36.55803299,97.90036774,14.592,42.555,982.2630723,101,Chalk
2250,Increasing,497.4254456,404.0523071,6.946,41.78,1010.153654,1,Chalk
2251,No trend,358.9206238,259.736084,6.946,42.555,208.5131866,251,Chalk
2252,No trend,127.2902374,86.97548676,8.59,7.187,362.2701687,51,Triassic Sandstone
2253,Decreasing,314.009552,344.8865967,36.032,42.555,149.9390271,501,Lower Greensand
2254,Increasing,269.9566345,204.7854004,6.424,7.187,607.2971446,1,Fell Sandstone& Border Group
2255,No trend,442.9080505,387.3805542,4.294,9.611,423.4024168,101,Corallian Limestone
2256,Increasing,360.6274414,386.7686768,3.811,9.611,55.63528693,101,Chalk
2257,No trend,281.6204224,314.6925354,12.995,41.78,211.8743824,1001,Chalk
2258,Increasing,274.4359741,218.0159912,36.032,42.555,53.41513628,51,Chalk
2259,No trend,309.6053772,246.4770966,8.174,41.78,473.6397488,1,Chalk
2260,No trend,352.4168396,301.0164185,4.294,41.78,101.2814631,1,Chalk
2261,No trend,90.97689056,92.3813858,3.332,13.058,91.42759139,101,Oolites
2262,Decreasing,84.65092468,82.16499329,3.332,13.058,207.2805091,101,Oolites
2263,Decreasing,200.2323303,152.5578613,14.592,42.555,2023.616742,101,Chalk
2266,Sudden downward change,15.6303587,113.8816223,36.032,42.555,3450.045587,251,Chalk
2269,Decreasing,120.2985611,150.5941467,9.786,16.604,367.7718852,251,Permian Sandstone
2270,No trend,141.0238495,34.79875565,3.332,13.058,165.2714999,1001,Chalk
2272,Decreasing,147.6857452,208.1013641,9.786,16.604,91.37823476,1001,Permian Sandstone
2273,No trend,160.89151,215.6065521,8.174,41.78,1404.148173,1001,Chalk
2274,Decreasing,342.5966492,522.2197266,13.911,6.465,1256.246159,1,Triassic Sandstone
2275,Decreasing,252.6185913,190.5798492,14.592,42.555,744.9619405,101,Chalk
2276,No trend,46.45568848,419.9678955,6.946,41.78,111.6191466,1001,Lower Greensand
2277,No trend,177.987381,197.7407379,9.786,16.604,232.7642975,1001,Unallocated to aquifers
2278,No trend,52.01616669,203.0868988,9.786,16.604,805.8989566,2501,Magnesian Limestone
2279,No trend,21.01932144,51.94333267,3.332,13.058,134.0750968,1001,Chalk
2280,No trend,127.6609726,164.5582581,9.786,16.604,327.4424679,251,Permian Sandstone
2281,Increasing,120.7563019,135.6672058,6.424,7.187,418.2540801,251,Magnesian Limestone
2282,Increasing,315.1717529,248.5659943,4.294,9.611,66.99303855,51,Chalk
2283,Increasing,659.1535645,541.8290405,8.174,41.78,87.54051647,1001,Chalk
2284,No trend,377.5715637,440.9316711,6.946,41.78,102.9461982,1,Chalk
2285,Increasing,144.0528412,259.5889282,6.424,7.187,275.0339747,1,Fell Sandstone& Border Group
2286,Increasing,374.5970764,342.9507446,8.174,41.78,94.69863073,1,Chalk
2287,Increasing,30.52316093,84.14533234,14.592,42.555,114.2539496,101,Chalk
2288,No trend,124.0162125,149.035614,8.59,7.187,502.4035376,51,Chalk
2289,No trend,601.7341919,385.5779724,8.174,41.78,421.2726028,1,Chalk
2290,Sudden downward change,143.0053253,144.0736542,8.59,7.187,165.8249202,251,Triassic Sandstone
2291,No trend,101.9775085,109.048027,36.032,42.555,154.8219451,51,Corallian Limestone
2292,Decreasing,128.7205658,78.23874664,14.592,13.058,110.7006225,5001,Chalk
2293,Increasing,374.3360596,543.7730103,13.911,6.465,163.9358936,1,Triassic Sandstone
2294,No trend,191.5992126,188.6099091,9.786,16.604,58.43390808,1001,Triassic Sandstone
2295,Decreasing,158.1107178,181.8818359,3.332,13.058,29.97050583,5001,Chalk
2296,No trend,307.401825,294.3408813,36.032,41.78,337.7691213,1,Lower Greensand
2297,Increasing,130.3854675,359.1412354,13.911,6.465,975.864761,101,Triassic Sandstone
